date,price
2021-12-19,67.29
2021-12-20,299.68
2021-12-21,413.48
2021-12-22,374.9
2021-12-23,237.13
2021-12-24,139.43
2021-12-25,128.97
2021-12-26,157.04
2021-12-27,149.36
2021-12-28,109.8
2021-12-29,154.86
2021-12-30,70.52
2021-12-31,30.04
2022-01-01,82.17
2022-01-02,53.3
2022-01-03,73.53
2022-01-04,124.19
2022-01-05,108.59
2022-01-06,170.19
2022-01-07,157.73
2022-01-08,145.87
2022-01-09,131.53
2022-01-10,246.72
2022-01-11,162.86
2022-01-12,86.38
2022-01-13,18.54
2022-01-14,55.21
2022-01-15,125.24
2022-01-16,18.36
2022-01-17,80.97
2022-01-18,145.16
2022-01-19,33.89
2022-01-20,66.19
2022-01-21,110.69
2022-01-22,158.39
2022-01-23,114.69
2022-01-24,61.88
2022-01-25,147.49
2022-01-26,92.1
2022-01-27,33.39
2022-01-28,101.0
2022-01-29,17.2
2022-01-30,31.14
2022-01-31,172.85
2022-02-01,142.86
2022-02-02,139.7
2022-02-03,176.43
2022-02-04,57.61
2022-02-05,23.63
2022-02-06,40.32
2022-02-07,80.37
2022-02-08,37.32
2022-02-09,57.14
2022-02-10,55.06
2022-02-11,102.12
2022-02-12,34.02
2022-02-13,17.28
2022-02-14,67.39
2022-02-15,60.83
2022-02-16,74.37
2022-02-17,60.48
2022-02-18,73.02
2022-02-19,39.25
2022-02-20,54.43
2022-02-21,62.72
2022-02-22,113.01
2022-02-23,93.84
2022-02-24,63.46
2022-02-25,82.57
2022-02-26,107.79
2022-02-27,44.94
2022-02-28,95.79
2022-03-01,102.02
2022-03-02,148.64
2022-03-03,162.39
2022-03-04,198.57
2022-03-05,144.13
2022-03-06,68.7
2022-03-07,206.67
2022-03-08,246.41
2022-03-09,224.02
2022-03-10,120.86
2022-03-11,64.63
2022-03-12,96.07
2022-03-13,59.23
2022-03-14,157.86
2022-03-15,207.01
2022-03-16,179.02
2022-03-17,52.59
2022-03-18,36.81
2022-03-19,83.3
2022-03-20,42.06
2022-03-21,105.99
2022-03-22,136.86
2022-03-23,145.98
2022-03-24,103.02
2022-03-25,35.33
2022-03-26,34.49
2022-03-27,44.14
2022-03-28,16.84
2022-03-29,172.33
2022-03-30,217.02
2022-03-31,193.68
2022-04-01,155.39
2022-04-02,79.52
2022-04-03,55.49
2022-04-04,66.15
2022-04-05,74.72
2022-04-06,99.21
2022-04-07,78.0
2022-04-08,40.04
2022-04-09,28.14
2022-04-10,18.91
2022-04-11,137.28
2022-04-12,150.33
2022-04-13,102.29
2022-04-14,105.71
2022-04-15,61.36
2022-04-16,58.46
2022-04-17,47.13
2022-04-18,71.66
2022-04-19,110.84
2022-04-20,74.76
2022-04-21,46.1
2022-04-22,38.0
2022-04-23,26.81
2022-04-24,73.3
2022-04-25,162.99
2022-04-26,134.04
2022-04-27,164.87
2022-04-28,126.97
2022-04-29,131.4
2022-04-30,69.22
2022-05-01,132.26
2022-05-02,51.63
2022-05-03,123.17
2022-05-04,203.35
2022-05-05,132.82
2022-05-06,88.33
2022-05-07,36.07
2022-05-08,63.8
2022-05-09,167.21
2022-05-10,69.03
2022-05-11,86.66
2022-05-12,64.75
2022-05-13,81.05
2022-05-14,12.68
2022-05-15,61.86
2022-05-16,123.78
2022-05-17,124.69
2022-05-18,89.65
2022-05-19,165.17
2022-05-20,145.29
2022-05-21,82.21
2022-05-22,121.38
2022-05-23,164.05
2022-05-24,61.97
2022-05-25,130.45
2022-05-26,22.89
2022-05-27,16.36
2022-05-28,24.12
2022-05-29,113.88
2022-05-30,166.17
2022-05-31,115.78
2022-06-01,110.89
2022-06-02,149.43
2022-06-03,129.24
2022-06-04,142.64
2022-06-05,46.54
2022-06-06,47.78
2022-06-07,141.13
2022-06-08,142.95
2022-06-09,155.91
2022-06-10,120.08
2022-06-11,17.44
2022-06-12,22.98
2022-06-13,108.68
2022-06-14,140.91
2022-06-15,138.59
2022-06-16,129.57
2022-06-17,139.51
2022-06-18,9.37
2022-06-19,17.81
2022-06-20,217.97
2022-06-21,179.99
2022-06-22,162.88
2022-06-23,64.23
2022-06-24,58.9
2022-06-25,34.63
2022-06-26,86.06
2022-06-27,197.2
2022-06-28,152.09
2022-06-29,244.93
2022-06-30,263.98
2022-07-01,196.04
2022-07-02,9.5
2022-07-03,27.67
2022-07-04,142.72
2022-07-05,83.55
2022-07-06,98.13
2022-07-07,139.16
2022-07-08,104.12
2022-07-09,3.77
2022-07-10,35.04
2022-07-11,157.44
2022-07-12,134.2
2022-07-13,51.92
2022-07-14,5.58
2022-07-15,3.13
2022-07-16,11.82
2022-07-17,10.25
2022-07-18,84.4
2022-07-19,122.58
2022-07-20,68.34
2022-07-21,176.11
2022-07-22,123.49
2022-07-23,108.95
2022-07-24,68.29
2022-07-25,10.94
2022-07-26,7.13
2022-07-27,82.42
2022-07-28,141.24
2022-07-29,164.29
2022-07-30,94.82
2022-07-31,68.33
2022-08-01,120.13
2022-08-02,61.54
2022-08-03,4.42
2022-08-04,7.55
2022-08-05,17.94
2022-08-06,5.34
2022-08-07,32.12
2022-08-08,250.11
2022-08-09,252.77
2022-08-10,132.48
2022-08-11,104.26
2022-08-12,252.72
2022-08-13,183.08
2022-08-14,222.53
2022-08-15,193.53
2022-08-16,206.54
2022-08-17,200.11
2022-08-18,320.04
2022-08-19,340.38
2022-08-20,54.99
2022-08-21,37.71
2022-08-22,371.63
2022-08-23,485.82
2022-08-24,397.62
2022-08-25,456.15
2022-08-26,409.82
2022-08-27,185.09
2022-08-28,102.09
2022-08-29,298.83
2022-08-30,456.32
2022-08-31,389.62
2022-09-01,392.08
2022-09-02,299.56
2022-09-03,134.06
2022-09-04,182.93
2022-09-05,370.23
2022-09-06,323.43
2022-09-07,383.89
2022-09-08,285.86
2022-09-09,243.72
2022-09-10,223.15
2022-09-11,350.08
2022-09-12,361.27
2022-09-13,66.05
2022-09-14,93.38
2022-09-15,118.75
2022-09-16,98.04
2022-09-17,50.44
2022-09-18,77.58
2022-09-19,168.08
2022-09-20,278.4
2022-09-21,354.72
2022-09-22,284.33
2022-09-23,247.06
2022-09-24,204.02
2022-09-25,187.9
2022-09-26,118.63
2022-09-27,47.89
2022-09-28,66.48
2022-09-29,164.1
2022-09-30,192.92
2022-10-01,54.69
2022-10-02,99.05
2022-10-03,195.58
2022-10-04,161.24
2022-10-05,29.74
2022-10-06,4.28
2022-10-07,7.72
2022-10-08,7.46
2022-10-09,11.47
2022-10-10,10.83
2022-10-11,9.02
2022-10-12,127.94
2022-10-13,89.17
2022-10-14,150.9
2022-10-15,32.28
2022-10-16,17.94
2022-10-17,79.49
2022-10-18,68.15
2022-10-19,119.42
2022-10-20,117.76
2022-10-21,124.15
2022-10-22,103.5
2022-10-23,63.38
2022-10-24,71.7
2022-10-25,72.35
2022-10-26,108.43
2022-10-27,65.01
2022-10-28,64.3
2022-10-29,14.35
2022-10-30,78.15
2022-10-31,121.43
2022-11-01,60.25
2022-11-02,55.68
2022-11-03,50.46
2022-11-04,26.61
2022-11-05,38.4
2022-11-06,32.36
2022-11-07,38.96
2022-11-08,49.02
2022-11-09,33.2
2022-11-10,37.46
2022-11-11,1.95
2022-11-12,1.94
2022-11-13,46.88
2022-11-14,127.52
2022-11-15,51.04
2022-11-16,26.74
2022-11-17,47.66
2022-11-18,108.36
2022-11-19,186.08
2022-11-20,207.11
2022-11-21,252.8
2022-11-22,172.63
2022-11-23,149.02
2022-11-24,237.01
2022-11-25,255.04
2022-11-26,232.27
2022-11-27,138.01
2022-11-28,188.57
2022-11-29,358.16
2022-11-30,390.08
2022-12-01,392.47
2022-12-02,332.43
2022-12-03,262.02
2022-12-04,264.01
2022-12-05,304.07
2022-12-06,348.18
2022-12-07,338.39
2022-12-08,387.41
2022-12-09,407.64
2022-12-10,351.72
2022-12-11,326.56
2022-12-12,416.04
2022-12-13,439.03
2022-12-14,443.74
2022-12-15,397.54
2022-12-16,411.11
2022-12-17,241.2
2022-12-18,175.93
2022-12-19,185.12
2022-12-20,184.73
2022-12-21,209.58
2022-12-22,187.45
2022-12-23,168.67
2022-12-24,113.13
2022-12-25,96.48
2022-12-26,35.32
2022-12-27,78.08
2022-12-28,70.27
2022-12-29,26.25
2022-12-30,17.76
2022-12-31,2.0
2023-01-01,18.23
2023-01-02,123.26
2023-01-03,132.76
2023-01-04,73.4
2023-01-05,111.94
2023-01-06,105.97
2023-01-07,75.26
2023-01-08,38.59
2023-01-09,118.45
2023-01-10,117.17
2023-01-11,56.83
2023-01-12,58.36
2023-01-13,68.32
2023-01-14,55.32
2023-01-15,17.92
2023-01-16,79.66
2023-01-17,62.01
2023-01-18,91.36
2023-01-19,133.72
2023-01-20,128.66
2023-01-21,117.84
2023-01-22,102.1
2023-01-23,148.43
2023-01-24,114.25
2023-01-25,24.33
2023-01-26,99.02
2023-01-27,128.81
2023-01-28,32.66
2023-01-29,30.39
2023-01-30,22.97
2023-01-31,76.19
2023-02-01,92.48
2023-02-02,134.21
2023-02-03,100.77
2023-02-04,118.28
2023-02-05,85.62
2023-02-06,138.22
2023-02-07,69.47
2023-02-08,57.36
2023-02-09,21.73
2023-02-10,44.67
2023-02-11,55.19
2023-02-12,26.19
2023-02-13,49.36
2023-02-14,124.41
2023-02-15,98.15
2023-02-16,44.22
2023-02-17,46.44
2023-02-18,34.73
2023-02-19,63.07
2023-02-20,45.03
2023-02-21,103.05
2023-02-22,114.12
2023-02-23,86.1
2023-02-24,74.39
2023-02-25,30.5
2023-02-26,76.7
2023-02-27,82.4
2023-02-28,45.79
2023-03-01,81.44
2023-03-02,24.08
2023-03-03,46.37
2023-03-04,65.29
2023-03-05,117.74
2023-03-06,149.99
2023-03-07,99.22
2023-03-08,131.96
2023-03-09,127.64
2023-03-10,115.51
2023-03-11,91.45
2023-03-12,75.82
2023-03-13,40.75
2023-03-14,56.92
2023-03-15,86.09
2023-03-16,81.56
2023-03-17,29.75
2023-03-18,30.49
2023-03-19,52.59
2023-03-20,81.29
2023-03-21,74.46
2023-03-22,43.97
2023-03-23,34.61
2023-03-24,40.11
2023-03-25,28.32
2023-03-26,49.23
2023-03-27,61.59
2023-03-28,77.55
2023-03-29,102.77
2023-03-30,70.32
2023-03-31,55.55
2023-04-01,42.13
2023-04-02,51.81
2023-04-03,101.87
2023-04-04,114.82
2023-04-05,108.45
2023-04-06,92.62
2023-04-07,56.36
2023-04-08,53.73
2023-04-09,51.99
2023-04-10,29.05
2023-04-11,30.59
2023-04-12,39.14
2023-04-13,18.13
2023-04-14,32.82
2023-04-15,41.6
2023-04-16,72.34
2023-04-17,99.94
2023-04-18,85.21
2023-04-19,56.53
2023-04-20,51.4
2023-04-21,59.08
2023-04-22,35.51
2023-04-23,36.71
2023-04-24,66.65
2023-04-25,38.96
2023-04-26,57.07
2023-04-27,103.79
2023-04-28,100.78
2023-04-29,64.69
2023-04-30,24.18
2023-05-01,51.14
2023-05-02,86.63
2023-05-03,52.93
2023-05-04,87.65
2023-05-05,82.45
2023-05-06,72.07
2023-05-07,58.25
2023-05-08,67.58
2023-05-09,20.12
2023-05-10,7.92
2023-05-11,20.63
2023-05-12,47.33
2023-05-13,20.76
2023-05-14,8.35
2023-05-15,38.26
2023-05-16,39.12
2023-05-17,8.0
2023-05-18,27.69
2023-05-19,22.73
2023-05-20,8.0
2023-05-21,12.21
2023-05-22,34.77
2023-05-23,31.54
2023-05-24,15.59
2023-05-25,18.97
2023-05-26,14.68
2023-05-27,5.56
2023-05-28,10.61
2023-05-29,16.45
2023-05-30,50.77
2023-05-31,28.4
2023-06-01,36.88
2023-06-02,24.0
2023-06-03,16.54
2023-06-04,10.43
2023-06-05,5.3
2023-06-06,18.41
2023-06-07,27.95
2023-06-08,24.38
2023-06-09,34.65
2023-06-10,24.6
2023-06-11,10.1
2023-06-12,31.23
2023-06-13,43.84
2023-06-14,65.45
2023-06-15,62.45
2023-06-16,64.32
2023-06-17,52.05
2023-06-18,45.03
2023-06-19,77.44
2023-06-20,61.64
2023-06-21,57.85
2023-06-22,47.67
2023-06-23,11.55
2023-06-24,22.62
2023-06-25,37.97
2023-06-26,75.28
2023-06-27,80.38
2023-06-28,108.86
2023-06-29,109.1
2023-06-30,74.92
2023-07-01,29.7
2023-07-02,3.28
2023-07-03,29.91
2023-07-04,41.02
2023-07-05,47.84
2023-07-06,54.7
2023-07-07,62.76
2023-07-08,48.75
2023-07-09,55.32
2023-07-10,68.45
2023-07-11,54.87
2023-07-12,38.69
2023-07-13,45.3
2023-07-14,42.58
2023-07-15,18.42
2023-07-16,-8.31
2023-07-17,4.96
2023-07-18,17.02
2023-07-19,29.53
2023-07-20,27.52
2023-07-21,27.34
2023-07-22,23.3
2023-07-23,14.28
2023-07-24,27.32
2023-07-25,25.9
2023-07-26,29.55
2023-07-27,33.18
2023-07-28,33.61
2023-07-29,18.8
2023-07-30,18.49
2023-07-31,33.0
2023-08-01,29.97
2023-08-02,25.38
2023-08-03,21.07
2023-08-04,20.65
2023-08-05,14.29
2023-08-06,11.23
2023-08-07,0.35
2023-08-08,-4.56
2023-08-09,2.41
2023-08-10,15.03
2023-08-11,17.9
2023-08-12,11.74
2023-08-13,12.89
2023-08-14,24.2
2023-08-15,21.48
2023-08-16,16.39
2023-08-17,15.85
2023-08-18,21.59
2023-08-19,15.45
2023-08-20,30.14
2023-08-21,24.14
2023-08-22,23.64
2023-08-23,24.5
2023-08-24,82.45
2023-08-25,71.91
2023-08-26,19.87
2023-08-27,35.46
2023-08-28,98.68
2023-08-29,63.7
2023-08-30,102.76
2023-08-31,95.11
2023-09-01,42.98
2023-09-02,20.31
2023-09-03,18.68
2023-09-04,12.02
2023-09-05,9.26
2023-09-06,42.81
2023-09-07,46.58
2023-09-08,81.82
2023-09-09,10.45
2023-09-10,10.96
2023-09-11,60.51
2023-09-12,10.14
2023-09-13,64.2
2023-09-14,85.6
2023-09-15,24.97
2023-09-16,11.03
2023-09-17,9.8
2023-09-18,8.16
2023-09-19,0.11
2023-09-20,1.84
2023-09-21,1.44
2023-09-22,0.88
2023-09-23,2.91
2023-09-24,2.35
2023-09-25,-0.07
2023-09-26,7.92
2023-09-27,10.79
2023-09-28,11.53
2023-09-29,3.76
2023-09-30,-0.2
2023-10-01,0.8
2023-10-02,18.12
2023-10-03,4.46
2023-10-04,1.59
2023-10-05,12.14
2023-10-06,4.47
2023-10-07,-1.22
2023-10-08,2.22
2023-10-09,87.07
2023-10-10,56.41
2023-10-11,-1.25
2023-10-12,-3.06
2023-10-13,11.16
2023-10-14,-2.05
2023-10-15,-2.53
2023-10-16,21.27
2023-10-17,45.88
2023-10-18,47.44
2023-10-19,8.33
2023-10-20,10.24
2023-10-21,9.18
2023-10-22,29.8
2023-10-23,82.91
2023-10-24,47.03
2023-10-25,36.93
2023-10-26,51.02
2023-10-27,87.04
2023-10-28,67.52
2023-10-29,31.32
2023-10-30,58.9
2023-10-31,53.39
2023-11-01,44.36
2023-11-02,42.84
2023-11-03,15.07
2023-11-04,7.61
2023-11-05,23.36
2023-11-06,63.34
2023-11-07,83.31
2023-11-08,64.96
2023-11-09,45.18
2023-11-10,43.75
2023-11-11,25.53
2023-11-12,29.32
2023-11-13,69.55
2023-11-14,65.64
2023-11-15,102.11
2023-11-16,116.26
2023-11-17,116.97
2023-11-18,89.34
2023-11-19,63.71
2023-11-20,105.41
2023-11-21,122.2
2023-11-22,42.6
2023-11-23,26.15
2023-11-24,17.51
2023-11-25,72.39
2023-11-26,114.28
2023-11-27,111.18
2023-11-28,115.04
2023-11-29,133.73
2023-11-30,166.5
2023-12-01,146.74
2023-12-02,114.07
2023-12-03,104.5
2023-12-04,152.0
2023-12-05,159.71
2023-12-06,130.93
2023-12-07,114.99
2023-12-08,99.28
2023-12-09,66.21
2023-12-10,61.75
2023-12-11,85.36
2023-12-12,120.98
2023-12-13,103.59
2023-12-14,119.66
2023-12-15,88.68
2023-12-16,16.14
2023-12-17,4.08
2023-12-18,15.97
2023-12-19,17.66
2023-12-20,47.93
2023-12-21,36.57
2023-12-22,25.28
2023-12-23,34.85
2023-12-24,38.95
2023-12-25,32.01
2023-12-26,40.72
2023-12-27,55.69
2023-12-28,36.17
2023-12-29,27.93
2023-12-30,41.05
2023-12-31,44.87
2024-01-01,39.42
2024-01-02,58.24
2024-01-03,59.17
2024-01-04,88.51
2024-01-05,193.91
2024-01-06,93.75
2024-01-07,88.66
2024-01-08,103.24
2024-01-09,92.99
2024-01-10,74.33
2024-01-11,85.52
2024-01-12,101.73
2024-01-13,61.38
2024-01-14,75.77
2024-01-15,87.15
2024-01-16,138.96
2024-01-17,96.43
2024-01-18,90.31
2024-01-19,81.74
2024-01-20,74.35
2024-01-21,40.63
2024-01-22,26.78
2024-01-23,33.65
2024-01-24,39.09
2024-01-25,75.88
2024-01-26,50.32
2024-01-27,17.8
2024-01-28,12.58
2024-01-29,48.92
2024-01-30,59.03
2024-01-31,18.23
2024-02-01,7.16
2024-02-02,22.71
2024-02-03,0.97
2024-02-04,13.5
2024-02-05,44.08
2024-02-06,60.69
2024-02-07,81.15
2024-02-08,88.63
2024-02-09,68.91
2024-02-10,66.45
2024-02-11,59.28
2024-02-12,72.24
2024-02-13,69.3
2024-02-14,61.69
2024-02-15,64.93
2024-02-16,32.81
2024-02-17,19.17
2024-02-18,38.76
2024-02-19,62.78
2024-02-20,55.84
2024-02-21,46.85
2024-02-22,36.59
2024-02-23,3.41
2024-02-24,31.12
2024-02-25,40.78
2024-02-26,56.31
2024-02-27,55.93
2024-02-28,21.22
2024-02-29,13.28
2024-03-01,31.18
2024-03-02,45.41
2024-03-03,54.56
2024-03-04,64.77
2024-03-05,62.36
2024-03-06,79.11
2024-03-07,72.66
2024-03-08,66.01
2024-03-09,52.48
2024-03-10,41.39
2024-03-11,57.13
2024-03-12,74.83
2024-03-13,56.2
2024-03-14,21.14
2024-03-15,33.31
2024-03-16,32.74
2024-03-17,49.01
2024-03-18,60.15
2024-03-19,58.11
2024-03-20,70.46
2024-03-21,73.99
2024-03-22,47.06
2024-03-23,35.11
2024-03-24,49.27
2024-03-25,84.3
2024-03-26,62.11
2024-03-27,47.89
2024-03-28,38.36
2024-03-29,24.06
2024-03-30,40.71
2024-03-31,44.3
2024-04-01,27.69
2024-04-02,28.22
2024-04-03,45.62
2024-04-04,61.84
2024-04-05,47.58
2024-04-06,43.71
2024-04-07,4.26
2024-04-08,37.1
2024-04-09,44.93
2024-04-10,1.3
2024-04-11,8.0
2024-04-12,23.34
2024-04-13,4.28
2024-04-14,4.24
2024-04-15,38.38
2024-04-16,51.72
2024-04-17,78.74
2024-04-18,88.51
2024-04-19,54.37
2024-04-20,38.76
2024-04-21,60.74
2024-04-22,95.82
2024-04-23,97.76
2024-04-24,96.6
2024-04-25,90.84
2024-04-26,84.61
2024-04-27,67.09
2024-04-28,35.17
2024-04-29,47.71
2024-04-30,46.02
2024-05-01,21.39
2024-05-02,24.85
2024-05-03,34.67
2024-05-04,26.4
2024-05-05,24.72
2024-05-06,48.34
2024-05-07,68.17
2024-05-08,81.42
2024-05-09,16.68
2024-05-10,14.04
2024-05-11,17.6
2024-05-12,11.49
2024-05-13,25.21
2024-05-14,7.8
2024-05-15,11.13
2024-05-16,12.66
2024-05-17,7.52
2024-05-18,5.92
2024-05-19,5.7
2024-05-20,13.96
2024-05-21,23.27
2024-05-22,10.08
2024-05-23,3.73
2024-05-24,20.14
2024-05-25,9.1
2024-05-26,2.62
2024-05-27,4.43
2024-05-28,6.5
2024-05-29,28.49
2024-05-30,25.3
2024-05-31,18.12
2024-06-01,16.02
2024-06-02,8.55
2024-06-03,19.22
2024-06-04,17.72
2024-06-05,6.82
2024-06-06,13.48
2024-06-07,28.48
2024-06-08,13.76
2024-06-09,-0.78
2024-06-10,28.59
2024-06-11,55.93
2024-06-12,47.47
2024-06-13,48.46
2024-06-14,37.85
2024-06-15,14.28
2024-06-16,12.28
2024-06-17,54.39
2024-06-18,46.4
2024-06-19,35.48
2024-06-20,7.72
2024-06-21,17.88
2024-06-22,24.9
2024-06-23,21.5
2024-06-24,33.16
2024-06-25,31.16
2024-06-26,30.18
2024-06-27,26.85
2024-06-28,8.72
2024-06-29,0.97
2024-06-30,17.02
2024-07-01,32.49
2024-07-02,32.98
2024-07-03,33.98
2024-07-04,15.2
2024-07-05,10.87
2024-07-06,5.66
2024-07-07,-4.43
2024-07-08,23.56
2024-07-09,30.71
2024-07-10,24.15
2024-07-11,21.84
2024-07-12,27.56
2024-07-13,11.64
2024-07-14,8.0
2024-07-15,22.27
2024-07-16,24.22
2024-07-17,16.86
2024-07-18,14.97
2024-07-19,17.58
2024-07-20,16.02
2024-07-21,16.2
2024-07-22,22.59
2024-07-23,21.77
2024-07-24,20.88
2024-07-25,22.68
2024-07-26,19.75
2024-07-27,20.55
2024-07-28,3.01
2024-07-29,3.92
2024-07-30,13.04
2024-07-31,7.37
2024-08-01,6.66
2024-08-02,14.48
2024-08-03,17.18
2024-08-04,17.07
2024-08-05,25.03
2024-08-06,22.15
2024-08-07,16.65
2024-08-08,7.91
2024-08-09,4.27
2024-08-10,-6.26
2024-08-11,-6.87
2024-08-12,12.0
2024-08-13,20.14
2024-08-14,17.58
2024-08-15,8.71
2024-08-16,7.93
2024-08-17,11.16
2024-08-18,9.36
2024-08-19,7.96
2024-08-20,5.38
2024-08-21,2.69
2024-08-22,4.82
2024-08-23,0.57
2024-08-24,-5.24
2024-08-25,-4.59
2024-08-26,-0.48
2024-08-27,2.22
2024-08-28,3.45
2024-08-29,4.11
2024-08-30,2.2
2024-08-31,1.32
2024-09-01,9.28
2024-09-02,40.61
2024-09-03,24.73
2024-09-04,18.4
2024-09-05,18.07
2024-09-06,9.95
2024-09-07,6.69
2024-09-08,3.6
2024-09-09,1.4
2024-09-10,0.69
2024-09-11,12.09
2024-09-12,6.47
2024-09-13,17.85
2024-09-14,6.19
2024-09-15,8.44
2024-09-16,37.55
2024-09-17,34.86
2024-09-18,24.98
2024-09-19,16.51
2024-09-20,15.56
2024-09-21,8.05
2024-09-22,15.58
2024-09-23,19.04
2024-09-24,17.92
2024-09-25,7.75
2024-09-26,11.82
2024-09-27,6.24
2024-09-28,6.07
2024-09-29,6.29
2024-09-30,14.94
